time,type,id,xSpeed,ySpeed,yDistance,xDistance,Vx平均值,Vy平均值
16:48:44,左前,286,-13.6m/s,-0.6m/s,65.2m,13.1m,14.6,0.04
16:48:44,左前,303,15.8m/s,0.0m/s,36.8m,-1.2m,14.6,0.04
16:48:44,右后,1029,16.5m/s,-0.2m/s,-14.2m,-5.8m,14.6,0.04
16:48:44,右后,1041,12.0m/s,0.0m/s,-1.4m,-3.0m,14.6,0.04
16:48:44,右前,510,15.9m/s,0.0m/s,40.3m,-2.5m,14.6,0.04
16:48:44,右前,538,15.0m/s,-0.3m/s,58.4m,-1.5m,14.6,0.04
16:48:44,右前,524,14.5m/s,-1.1m/s,62.3m,-0.5m,14.6,0.04
16:48:44,左后,813,15.8m/s,0.0m/s,36.9m,-1.2m,14.6,0.04
16:48:44,左前,256,9.2m/s,-0.2m/s,-7.0m,-3.0m,14.6,0.04
16:48:44,左后,766,7.8m/s,-0.2m/s,-7.6m,-3.0m,14.6,0.04
16:48:44,右后,1043,0.2m/s,0.2m/s,-0.4m,-9.4m,14.6,0.04
16:48:44,左后,793,14.2m/s,-0.3m/s,58.4m,-2.0m,14.6,0.04
16:48:44,左后,781,-13.5m/s,-0.4m/s,44.7m,11.3m,14.6,0.04
16:48:45,左后,813,15.0m/s,0.0m/s,37.7m,-1.6m,14.35,-0.01
16:48:45,左前,271,14.9m/s,0.0m/s,41.1m,-2.0m,14.35,-0.01
16:48:45,左前,285,14.4m/s,-1.1m/s,62.3m,0.5m,14.35,-0.01
16:48:45,左前,273,13.7m/s,-1.1m/s,58.0m,-2.6m,14.35,-0.01
16:48:45,左前,286,-13.1m/s,-1.3m/s,37.4m,11.2m,14.35,-0.01
16:48:45,左前,256,12.8m/s,-0.2m/s,-7.2m,-3.4m,14.35,-0.01
16:48:45,右后,1029,17.5m/s,0.0m/s,-12.0m,-6.4m,14.35,-0.01
16:48:45,右后,1041,12.2m/s,0.0m/s,-3.8m,-3.0m,14.35,-0.01
16:48:45,右前,510,14.8m/s,0.0m/s,41.1m,-2.9m,14.35,-0.01
16:48:45,右前,524,14.3m/s,-0.9m/s,62.1m,-1.4m,14.35,-0.01
16:48:45,右前,538,13.9m/s,-0.4m/s,58.4m,-2.3m,14.35,-0.01
16:48:45,左后,766,12.8m/s,-0.2m/s,-7.2m,-3.4m,14.35,-0.01
16:48:45,左前,303,14.7m/s,0.0m/s,37.7m,-1.5m,14.35,-0.01
16:48:45,左前,279,10.2m/s,1.2m/s,81.4m,-0.3m,14.35,-0.01
16:48:46,左前,285,14.1m/s,-0.9m/s,61.9m,-0.1m,14.15,0.04
16:48:46,左前,286,-12.7m/s,-0.9m/s,10.6m,10.3m,14.15,0.04
16:48:46,左前,271,13.0m/s,0.1m/s,40.3m,-2.0m,14.15,0.04
16:48:46,左前,273,12.3m/s,-1.0m/s,56.5m,-3.6m,14.15,0.04
16:48:46,左前,279,10.2m/s,0.0m/s,79.1m,-0.4m,14.15,0.04
16:48:46,左前,256,12.5m/s,-0.2m/s,-7.4m,-3.2m,14.15,0.04
16:48:46,右后,1029,19.0m/s,0.0m/s,-5.8m,-7.0m,14.15,0.04
16:48:46,右后,1041,12.5m/s,0.0m/s,-5.6m,-3.0m,14.15,0.04
16:48:46,右前,524,14.1m/s,-0.4m/s,62.2m,-1.2m,14.15,0.04
16:48:46,右前,510,12.8m/s,0.0m/s,40.4m,-3.1m,14.15,0.04
16:48:46,左后,766,12.8m/s,-0.2m/s,-7.4m,-3.2m,14.15,0.04
16:48:46,左前,303,12.9m/s,0.0m/s,37.0m,-1.3m,14.15,0.04
16:48:46,右后,1027,-1.8m/s,0.2m/s,2.2m,-11.2m,14.15,0.04
16:48:46,左后,813,12.6m/s,0.0m/s,36.4m,-1.3m,14.15,0.04
16:48:46,右前,558,12.5m/s,0.0m/s,36.3m,-1.4m,14.15,0.04
16:48:46,右后,1043,-2.8m/s,0.8m/s,0.6m,-10.6m,14.15,0.04
16:48:47,左前,303,12.0m/s,0.0m/s,35.2m,-1.2m,13.98,0.01
16:48:47,左前,285,14.3m/s,-0.5m/s,62.0m,-0.1m,13.98,0.01
16:48:47,左前,271,12.0m/s,0.0m/s,38.5m,-2.4m,13.98,0.01
16:48:47,左前,273,11.3m/s,-0.6m/s,54.0m,-3.5m,13.98,0.01
16:48:47,左前,279,10.7m/s,0.0m/s,77.4m,0.0m,13.98,0.01
16:48:47,右后,1029,18.8m/s,0.0m/s,-1.0m,-6.6m,13.98,0.01
16:48:47,右后,1041,12.2m/s,0.0m/s,-7.4m,-2.4m,13.98,0.01
16:48:47,右后,1043,-3.0m/s,0.5m/s,-2.6m,-10.4m,13.98,0.01
16:48:47,右前,524,14.1m/s,-0.1m/s,62.0m,-1.0m,13.98,0.01
16:48:47,右前,510,12.0m/s,0.0m/s,38.4m,-2.9m,13.98,0.01
16:48:47,左后,766,12.8m/s,0.0m/s,-7.6m,-3.0m,13.98,0.01
16:48:47,左后,813,12.0m/s,0.0m/s,35.1m,-1.2m,13.98,0.01
16:48:47,右前,558,11.5m/s,0.0m/s,34.0m,-1.4m,13.98,0.01
16:48:47,左前,256,13.0m/s,-0.2m/s,-8.0m,-2.8m,13.98,0.01
16:48:48,左前,285,14.5m/s,-0.4m/s,62.4m,-0.6m,13.98,0.02
16:48:48,左前,303,10.5m/s,0.0m/s,32.4m,-1.7m,13.98,0.02
16:48:48,左前,271,10.5m/s,-0.1m/s,35.7m,-2.7m,13.98,0.02
16:48:48,左前,273,10.5m/s,-0.5m/s,50.9m,-2.9m,13.98,0.02
16:48:48,右后,1029,19.0m/s,0.0m/s,0.0m,-6.4m,13.98,0.02
16:48:48,右后,1041,12.5m/s,0.0m/s,-8.8m,-2.8m,13.98,0.02
16:48:48,右前,524,14.5m/s,-0.2m/s,62.7m,-0.8m,13.98,0.02
16:48:48,右前,510,10.4m/s,0.0m/s,35.5m,-3.2m,13.98,0.02
16:48:48,左后,766,12.5m/s,0.0m/s,-8.8m,-2.6m,13.98,0.02
16:48:48,左后,813,10.4m/s,0.0m/s,32.2m,-1.8m,13.98,0.02
16:48:48,左前,308,15.2m/s,0.3m/s,1.8m,-5.7m,13.98,0.02
16:48:48,右前,539,10.5m/s,-1.0m/s,66.4m,-4.8m,13.98,0.02
16:48:49,左后,813,9.4m/s,0.0m/s,28.3m,-2.0m,14.07,0.01
16:48:49,左后,818,15.6m/s,0.3m/s,1.9m,-5.7m,14.07,0.01
16:48:49,左前,285,14.6m/s,-0.2m/s,62.9m,-0.9m,14.07,0.01
16:48:49,左前,273,9.9m/s,-0.4m/s,47.1m,-3.3m,14.07,0.01
16:48:49,左前,271,9.5m/s,0.0m/s,31.6m,-2.7m,14.07,0.01
16:48:49,左前,256,12.2m/s,0.0m/s,-10.6m,-2.6m,14.07,0.01
16:48:49,右后,1041,12.2m/s,0.0m/s,-10.6m,-2.6m,14.07,0.01
16:48:49,右前,524,14.5m/s,-0.2m/s,63.1m,-0.5m,14.07,0.01
16:48:49,右前,539,10.6m/s,0.0m/s,66.2m,-4.9m,14.07,0.01
16:48:49,右前,510,9.4m/s,0.0m/s,31.3m,-3.3m,14.07,0.01
16:48:49,左后,766,12.5m/s,0.0m/s,-10.6m,-2.8m,14.07,0.01
16:48:49,左前,303,9.4m/s,0.0m/s,28.1m,-1.9m,14.07,0.01
16:48:49,左前,308,15.7m/s,0.3m/s,2.0m,-5.7m,14.07,0.01
16:48:49,左后,794,10.6m/s,0.0m/s,66.0m,-3.4m,14.07,0.01
16:48:49,左后,765,9.3m/s,0.0m/s,30.8m,-3.2m,14.07,0.01
16:48:49,左后,787,8.3m/s,-0.3m/s,31.2m,-26.8m,14.07,0.01
16:48:49,右前,558,9.4m/s,0.0m/s,26.4m,-2.1m,14.07,0.01
16:48:49,左后,778,-14.8m/s,0.5m/s,-31.8m,10.2m,14.07,0.01
16:48:49,左前,268,-15.0m/s,0.2m/s,-36.2m,10.2m,14.07,0.01
16:48:49,左前,277,12.5m/s,0.0m/s,-59.4m,5.8m,14.07,0.01
16:48:49,左前,274,10.9m/s,2.0m/s,66.2m,-0.8m,14.07,0.01
16:48:49,右前,563,15.9m/s,0.2m/s,2.6m,-5.3m,14.07,0.01
16:48:49,左后,796,10.3m/s,0.3m/s,39.9m,-2.0m,14.07,0.01
16:48:50,左后,778,-14.8m/s,-0.2m/s,-42.2m,10.2m,14.42,0.02
16:48:50,左后,794,10.6m/s,0.0m/s,63.1m,-3.5m,14.42,0.02
16:48:50,左后,765,8.7m/s,0.0m/s,26.6m,-3.4m,14.42,0.02
16:48:50,左后,813,8.7m/s,-0.1m/s,23.2m,-2.2m,14.42,0.02
16:48:50,左后,818,16.0m/s,0.2m/s,2.7m,-5.3m,14.42,0.02
16:48:50,左前,285,14.3m/s,0.0m/s,63.4m,0.0m,14.42,0.02
16:48:50,左前,274,10.8m/s,1.6m/s,65.8m,-0.6m,14.42,0.02
16:48:50,左前,273,10.1m/s,-0.4m/s,43.1m,-3.4m,14.42,0.02
16:48:50,左前,271,8.7m/s,0.0m/s,26.5m,-3.2m,14.42,0.02
16:48:50,左前,277,12.5m/s,0.0m/s,-60.0m,6.0m,14.42,0.02
16:48:50,左前,256,12.0m/s,0.0m/s,-12.4m,-2.8m,14.42,0.02
16:48:50,右后,1041,12.0m/s,0.0m/s,-12.4m,-2.6m,14.42,0.02
16:48:50,右前,524,14.3m/s,-0.3m/s,63.0m,-1.1m,14.42,0.02
16:48:50,右前,539,10.5m/s,0.0m/s,62.9m,-3.6m,14.42,0.02
16:48:50,右前,510,8.6m/s,0.0m/s,26.3m,-3.3m,14.42,0.02
16:48:50,左后,787,12.5m/s,0.0m/s,-60.2m,6.0m,14.42,0.02
16:48:50,左后,766,11.8m/s,0.0m/s,-12.6m,-2.6m,14.42,0.02
16:48:50,左后,796,10.3m/s,-0.2m/s,39.5m,-2.0m,14.42,0.02
16:48:50,左前,303,8.6m/s,-0.1m/s,22.9m,-2.2m,14.42,0.02
16:48:50,左前,308,16.0m/s,0.2m/s,2.8m,-5.3m,14.42,0.02
16:48:50,右前,558,8.6m/s,-0.1m/s,22.6m,-2.2m,14.42,0.02
16:48:50,右前,563,16.0m/s,0.2m/s,2.9m,-5.3m,14.42,0.02
16:48:50,左前,286,10.3m/s,0.0m/s,38.6m,-1.8m,14.42,0.02
16:48:50,右前,540,-15.8m/s,-0.5m/s,-58.0m,10.2m,14.42,0.02
16:48:50,右前,531,14.0m/s,0.0m/s,-67.2m,0.2m,14.42,0.02
16:48:51,左前,285,14.1m/s,0.0m/s,63.3m,0.0m,14.79,-0.01
16:48:51,左前,274,10.7m/s,0.9m/s,61.8m,-0.8m,14.79,-0.01
16:48:51,左前,273,10.5m/s,-0.5m/s,39.0m,-3.9m,14.79,-0.01
16:48:51,左前,271,8.6m/s,0.0m/s,20.5m,-3.2m,14.79,-0.01
16:48:51,左前,256,11.2m/s,0.0m/s,-15.2m,-2.8m,14.79,-0.01
16:48:51,右后,1041,11.2m/s,0.0m/s,-15.4m,-2.6m,14.79,-0.01
16:48:51,右前,524,14.3m/s,-0.5m/s,62.7m,-1.7m,14.79,-0.01
16:48:51,左后,794,10.7m/s,0.0m/s,58.8m,-3.7m,14.79,-0.01
16:48:51,左后,765,8.8m/s,0.0m/s,20.5m,-3.2m,14.79,-0.01
16:48:51,左后,796,10.7m/s,0.0m/s,35.5m,-1.9m,14.79,-0.01
16:48:51,左后,813,9.0m/s,-0.2m/s,16.9m,-2.3m,14.79,-0.01
16:48:51,左后,818,16.4m/s,0.0m/s,4.0m,-5.7m,14.79,-0.01
16:48:51,左后,766,11.2m/s,0.0m/s,-15.4m,-2.8m,14.79,-0.01
16:48:51,右前,539,10.7m/s,0.0m/s,58.6m,-3.7m,14.79,-0.01
16:48:51,右前,510,8.9m/s,0.0m/s,20.4m,-3.2m,14.79,-0.01
16:48:51,右前,558,9.1m/s,-0.2m/s,16.6m,-2.4m,14.79,-0.01
16:48:51,右前,563,16.4m/s,0.0m/s,4.1m,-5.7m,14.79,-0.01
16:48:51,左前,259,-14.0m/s,-0.5m/s,15.3m,13.3m,14.79,-0.01
16:48:51,左前,308,16.4m/s,0.0m/s,4.8m,-5.9m,14.79,-0.01
16:48:52,前向,45,15.8m/s,-0.3m/s,4.7m,-3.4m,14.552,-0.04
16:48:52,左后,793,12.0m/s,-0.8m/s,-70.6m,-9.2m,14.552,-0.04
16:48:52,右前,517,15.9m/s,-0.1m/s,8.1m,-3.7m,14.552,-0.04
16:48:52,右前,537,15.5m/s,0.0m/s,45.9m,-2.2m,14.552,-0.04
16:48:53,前向,45,16.2m/s,-0.3m/s,6.3m,-3.6m,14.825,-0.03
16:48:53,左后,793,11.8m/s,-0.5m/s,-72.6m,-9.0m,14.825,-0.03
16:48:53,右前,517,16.4m/s,-0.2m/s,9.5m,-4.0m,14.825,-0.03
16:48:53,右前,537,15.6m/s,0.0m/s,46.8m,-2.8m,14.825,-0.03
16:48:54,前向,45,17.2m/s,-0.4m/s,8.5m,-3.7m,15.1755,-0.01
16:48:54,左后,793,11.2m/s,-0.8m/s,-76.0m,-10.0m,15.1755,-0.01
16:48:54,右前,517,17.4m/s,-0.3m/s,11.9m,-4.2m,15.1755,-0.01
16:48:54,右前,537,15.6m/s,0.0m/s,47.5m,-2.6m,15.1755,-0.01
16:48:55,前向,45,17.6m/s,-0.4m/s,10.7m,-4.0m,15.4795,-0.03
16:48:55,左后,793,10.8m/s,-0.5m/s,-80.4m,-10.4m,15.4795,-0.03
16:48:55,右前,517,17.6m/s,-0.3m/s,14.2m,-4.3m,15.4795,-0.03
16:48:55,右前,537,15.6m/s,0.2m/s,47.9m,-1.8m,15.4795,-0.03
16:48:56,右前,528,-5.7m/s,1.3m/s,78.2m,-2.4m,15.4795,-0.03
16:48:56,前向,45,18.3m/s,-0.3m/s,13.3m,-3.9m,15.5525,-0.03
16:48:56,右前,517,18.4m/s,-0.3m/s,16.8m,-4.6m,15.5525,-0.03
16:48:56,右前,537,15.6m/s,0.2m/s,47.9m,-1.6m,15.5525,-0.03
16:48:56,右前,528,-5.9m/s,2.4m/s,57.0m,1.4m,15.5525,-0.03
16:48:56,前向,45,18.3m/s,-0.3m/s,13.5m,-4.0m,15.5525,-0.03
16:48:56,右前,517,18.4m/s,-0.3m/s,17.0m,-4.6m,15.5525,-0.03
16:48:56,右前,537,15.7m/s,0.3m/s,47.9m,-1.5m,15.5525,-0.03
16:48:57,右前,528,-6.0m/s,2.5m/s,55.9m,1.6m,15.5525,-0.03
16:48:57,前向,45,18.5m/s,-0.2m/s,16.1m,-3.9m,15.918,-0.01
16:48:57,左后,777,-13.5m/s,0.5m/s,-41.8m,7.2m,15.918,-0.01
16:48:57,右前,517,18.5m/s,-0.2m/s,19.6m,-4.6m,15.918,-0.01
16:48:57,右前,537,15.7m/s,0.4m/s,47.9m,-1.0m,15.918,-0.01
16:48:57,右前,528,-6.2m/s,2.5m/s,35.7m,4.1m,15.918,-0.01
16:48:58,左前,257,-4.8m/s,1.2m/s,39.7m,2.9m,15.918,-0.01
16:48:58,前向,45,19.0m/s,-0.1m/s,19.1m,-3.8m,16.4325,-0.01
16:48:58,右前,517,19.1m/s,-0.1m/s,22.5m,-4.2m,16.4325,-0.01
16:48:58,右前,537,15.7m/s,0.1m/s,47.5m,-1.6m,16.4325,-0.01
16:48:58,右前,528,-6.3m/s,1.7m/s,14.6m,5.3m,16.4325,-0.01
16:48:59,左前,257,-6.5m/s,1.5m/s,16.4m,5.0m,16.4325,-0.01
16:48:59,前向,45,20.1m/s,-0.1m/s,23.2m,-3.9m,16.9455,-0.03
16:48:59,左后,791,-8.5m/s,-3.5m/s,-34.0m,6.0m,16.9455,-0.03
16:48:59,右前,517,20.0m/s,-0.2m/s,26.6m,-5.0m,16.9455,-0.03
16:48:59,右前,537,15.8m/s,0.0m/s,46.2m,-1.4m,16.9455,-0.03
16:48:59,左前,265,19.8m/s,-0.8m/s,26.5m,-5.2m,16.9455,-0.03
16:48:59,右后,1051,-13.0m/s,-2.8m/s,-34.8m,7.2m,16.9455,-0.03
16:48:59,右后,1028,-7.2m/s,0.0m/s,-16.6m,5.2m,16.9455,-0.03
16:48:59,右后,1021,-4.5m/s,-2.2m/s,-21.4m,5.6m,16.9455,-0.03
16:48:59,前向,45,20.5m/s,-0.1m/s,24.3m,-4.0m,16.9455,-0.03
16:48:59,左后,785,-11.2m/s,-0.5m/s,-62.0m,6.0m,16.9455,-0.03
16:48:59,左后,770,-6.2m/s,0.0m/s,-24.2m,5.0m,16.9455,-0.03
16:48:59,右前,517,20.5m/s,-0.2m/s,27.7m,-5.0m,16.9455,-0.03
16:48:59,右前,537,15.8m/s,0.0m/s,45.8m,-1.5m,16.9455,-0.03
16:48:59,左前,265,20.2m/s,-0.9m/s,27.7m,-5.4m,16.9455,-0.03
16:48:59,右后,1051,-12.8m/s,-2.8m/s,-45.2m,6.2m,16.9455,-0.03
16:48:59,右后,1021,-6.2m/s,-2.0m/s,-29.8m,4.8m,16.9455,-0.03
16:48:59,右后,1028,-6.0m/s,0.0m/s,-24.8m,5.2m,16.9455,-0.03
16:49:00,左后,775,-12.2m/s,-0.5m/s,-45.8m,4.8m,16.9455,-0.03
16:49:00,右后,1051,-12.8m/s,-2.8m/s,-46.6m,6.0m,17.403,-0.03
16:49:00,右后,1021,-6.2m/s,-2.0m/s,-31.0m,4.4m,17.403,-0.03
16:49:00,右后,1028,-6.2m/s,0.0m/s,-26.0m,5.2m,17.403,-0.03
16:49:00,前向,45,20.6m/s,-0.1m/s,24.6m,-4.0m,17.403,-0.03
16:49:00,左后,775,-12.2m/s,-0.5m/s,-47.2m,4.8m,17.403,-0.03
16:49:00,左后,785,-11.2m/s,-0.5m/s,-64.8m,6.0m,17.403,-0.03
16:49:00,左后,770,-6.2m/s,0.0m/s,-26.6m,5.2m,17.403,-0.03
16:49:00,右前,517,20.5m/s,-0.2m/s,28.0m,-5.1m,17.403,-0.03
16:49:00,右前,537,15.8m/s,0.0m/s,45.6m,-1.5m,17.403,-0.03
16:49:01,左前,265,20.2m/s,-0.9m/s,28.0m,-5.4m,17.403,-0.03
16:49:01,右后,1021,-6.2m/s,-1.8m/s,-54.2m,2.8m,17.8215,-0.06
16:49:01,右后,1028,-6.0m/s,-0.2m/s,-49.2m,4.2m,17.8215,-0.06
16:49:01,前向,17,15.8m/s,0.1m/s,40.5m,-0.4m,17.8215,-0.06
16:49:01,前向,45,20.7m/s,-0.1m/s,27.7m,-4.0m,17.8215,-0.06
16:49:01,左后,770,-6.2m/s,-0.2m/s,-49.6m,4.8m,17.8215,-0.06
16:49:01,右前,517,20.7m/s,-0.2m/s,31.1m,-5.2m,17.8215,-0.06
16:49:02,右前,537,15.8m/s,0.0m/s,44.0m,-1.5m,17.8215,-0.06
16:49:02,左前,265,20.7m/s,-0.5m/s,31.1m,-5.5m,17.8215,-0.06
16:49:02,右后,1028,-6.0m/s,-1.2m/s,-73.0m,1.8m,18.238,-0.04
16:49:02,右后,1021,-5.8m/s,-2.2m/s,-77.6m,0.2m,18.238,-0.04
16:49:02,前向,17,15.8m/s,0.2m/s,38.4m,0.2m,18.238,-0.04
16:49:02,前向,45,20.7m/s,0.0m/s,30.5m,-3.5m,18.238,-0.04
16:49:02,左后,771,-11.2m/s,0.2m/s,-21.2m,6.4m,18.238,-0.04
16:49:02,左后,770,-5.8m/s,-1.5m/s,-73.4m,2.8m,18.238,-0.04
16:49:02,右前,517,20.7m/s,0.0m/s,33.9m,-4.9m,18.238,-0.04
16:49:03,右前,537,15.8m/s,0.3m/s,41.9m,-0.5m,18.238,-0.04
16:49:03,左前,265,20.7m/s,0.0m/s,33.9m,-5.2m,18.238,-0.04
16:49:03,前向,17,15.7m/s,1.1m/s,35.9m,2.2m,18.689,-0.02
16:49:03,前向,45,20.1m/s,0.2m/s,32.5m,-2.5m,18.689,-0.02
16:49:03,右前,517,20.1m/s,0.3m/s,35.9m,-3.9m,18.689,-0.02
16:49:03,右前,528,16.1m/s,-2.9m/s,39.3m,0.9m,18.689,-0.02
16:49:03,左前,265,20.1m/s,0.9m/s,36.0m,-3.5m,18.689,-0.02
16:49:03,前向,17,15.7m/s,1.1m/s,34.6m,2.6m,18.689,-0.02
16:49:03,前向,45,19.9m/s,0.3m/s,33.1m,-2.1m,18.689,-0.02
16:49:03,左后,766,-12.0m/s,-1.2m/s,-43.2m,8.0m,18.689,-0.02
16:49:03,右前,517,19.9m/s,0.4m/s,36.5m,-3.5m,18.689,-0.02
16:49:04,右前,528,16.0m/s,-2.1m/s,37.9m,0.1m,18.689,-0.02
16:49:04,左前,265,20.0m/s,1.3m/s,36.6m,-2.5m,18.689,-0.02
16:49:04,前向,17,15.9m/s,1.2m/s,32.9m,3.0m,18.97,0.01
16:49:04,前向,45,19.9m/s,0.5m/s,33.7m,-1.5m,18.97,0.01
16:49:04,左后,766,-11.8m/s,-1.0m/s,-60.0m,7.4m,18.97,0.01
16:49:04,右前,517,19.9m/s,0.5m/s,37.1m,-3.0m,18.97,0.01
16:49:05,右前,540,16.4m/s,-3.9m/s,36.0m,0.8m,18.97,0.01
16:49:05,左前,265,20.0m/s,1.7m/s,37.2m,-1.5m,18.97,0.01
16:49:05,前向,45,20.8m/s,0.5m/s,35.0m,-1.3m,18.7945,0.03
16:49:05,右前,517,20.8m/s,0.6m/s,38.5m,-2.2m,18.7945,0.03
16:49:06,右前,540,16.2m/s,-0.4m/s,33.2m,1.6m,18.7945,0.03
16:49:06,左前,265,20.7m/s,0.8m/s,38.6m,-1.3m,18.7945,0.03
16:49:06,前向,45,21.2m/s,0.4m/s,37.4m,-1.0m,18.6475,-0.01
16:49:06,右前,517,21.3m/s,0.3m/s,40.8m,-2.3m,18.6475,-0.01
16:49:07,右前,540,16.3m/s,0.1m/s,30.7m,1.9m,18.6475,-0.01
16:49:07,左前,265,21.3m/s,-0.4m/s,40.9m,-2.4m,18.6475,-0.01
16:49:07,前向,45,21.5m/s,0.2m/s,40.1m,-1.0m,18.354,-0.03
16:49:07,右前,517,21.5m/s,0.0m/s,43.6m,-2.6m,18.354,-0.03
16:49:08,右前,540,16.5m/s,0.0m/s,28.5m,2.0m,18.354,-0.03
16:49:08,左前,265,21.5m/s,-0.9m/s,43.7m,-3.3m,18.354,-0.03
16:49:08,右前,517,21.2m/s,-0.1m/s,46.5m,-3.1m,18.645,0.03
16:49:09,右前,540,16.7m/s,0.0m/s,26.7m,2.0m,18.645,0.03
16:49:09,左前,265,21.1m/s,-0.5m/s,46.6m,-3.3m,18.645,0.03
16:49:09,右前,517,20.7m/s,0.0m/s,48.7m,-3.3m,19.015,-0.02
16:49:09,右前,540,16.9m/s,0.1m/s,24.9m,2.3m,19.015,-0.02
16:49:10,左前,265,20.9m/s,-0.2m/s,48.7m,-3.1m,19.015,-0.02
16:49:10,左后,784,-13.8m/s,-1.8m/s,-62.0m,7.8m,19.015,-0.02
16:49:10,左后,784,-13.8m/s,-1.5m/s,-72.0m,7.2m,19.407,-0.04
16:49:10,右前,517,21.3m/s,-0.2m/s,50.6m,-3.6m,19.407,-0.04
16:49:11,右前,540,17.1m/s,0.0m/s,22.9m,2.7m,19.407,-0.04
16:49:11,左前,265,21.3m/s,-0.2m/s,50.8m,-3.3m,19.407,-0.04
16:49:11,右前,517,21.0m/s,-0.1m/s,52.3m,-3.8m,19.5065,-0.02
16:49:12,右前,540,17.3m/s,0.0m/s,20.6m,2.9m,19.5065,-0.02
16:49:12,左前,265,21.2m/s,0.1m/s,52.5m,-2.9m,19.5065,-0.02
16:49:12,右前,517,21.5m/s,0.0m/s,54.2m,-3.5m,19.3295,0.01
16:49:13,右前,540,17.5m/s,0.0m/s,18.5m,2.7m,19.3295,0.01
16:49:13,左前,265,21.5m/s,0.3m/s,54.2m,-2.2m,19.3295,0.01
16:49:13,右前,517,20.9m/s,0.0m/s,55.8m,-3.5m,18.7455,0.02
16:49:14,右前,540,17.5m/s,0.0m/s,16.6m,2.7m,18.7455,0.02
16:49:14,左前,265,21.0m/s,0.4m/s,55.9m,-1.7m,18.7455,0.02
16:49:14,右前,517,20.8m/s,0.2m/s,57.9m,-2.9m,18.117,0.02
16:49:15,右前,540,17.7m/s,0.0m/s,15.5m,2.4m,18.117,0.02
16:49:15,左前,265,20.8m/s,0.3m/s,58.0m,-1.5m,18.117,0.02
16:49:15,右前,517,21.1m/s,0.0m/s,60.6m,-3.1m,17.459,0
16:49:16,右前,540,17.7m/s,0.0m/s,15.1m,2.3m,17.459,0
16:49:16,左前,265,21.1m/s,-0.2m/s,60.8m,-2.0m,17.459,0
16:49:16,右前,517,21.0m/s,-0.3m/s,64.2m,-4.1m,17.0745,0
16:49:17,右前,540,17.8m/s,0.0m/s,15.5m,2.1m,17.0745,0
16:49:17,左前,265,21.1m/s,-0.3m/s,64.4m,-2.7m,17.0745,0
16:49:17,右前,517,20.6m/s,-1.2m/s,67.5m,-6.3m,16.8485,0
16:49:18,右前,540,18.0m/s,0.0m/s,16.1m,2.2m,16.8485,0
16:49:18,左前,270,21.0m/s,-1.6m/s,67.9m,-7.0m,16.8485,0
16:49:18,右前,517,20.6m/s,-1.6m/s,71.5m,-8.3m,16.271,-0.02
16:49:19,右前,540,18.0m/s,0.0m/s,17.3m,2.3m,16.271,-0.02
16:49:19,左前,270,20.6m/s,-1.7m/s,71.3m,-8.8m,16.271,-0.02
16:49:19,右前,517,21.0m/s,-2.4m/s,75.7m,-11.0m,15.7255,-0.01
16:49:19,右前,540,18.1m/s,0.0m/s,19.0m,2.0m,15.7255,-0.01
16:49:20,左前,270,21.0m/s,-2.1m/s,75.6m,-11.3m,15.7255,-0.01
16:49:20,左后,765,-10.0m/s,-0.5m/s,-13.8m,13.8m,15.7255,-0.01
16:49:20,右前,517,21.9m/s,-3.0m/s,81.7m,-13.8m,15.2165,-0.01
16:49:20,右前,540,18.4m/s,0.0m/s,21.5m,2.4m,15.2165,-0.01
16:49:20,左前,270,22.1m/s,-2.5m/s,81.7m,-13.9m,15.2165,-0.01
16:49:21,左后,767,-10.5m/s,-1.5m/s,-25.6m,13.8m,15.2165,-0.01
16:49:21,右前,540,18.5m/s,0.0m/s,23.8m,2.3m,15.2165,-0.01
16:49:21,右前,540,18.6m/s,0.0m/s,24.7m,2.3m,15.075,0.01
16:49:21,左前,285,-11.5m/s,-1.7m/s,36.6m,7.8m,15.075,0.01
16:49:21,右前,540,18.8m/s,-0.1m/s,27.5m,1.7m,15.075,0.01
16:49:21,右前,526,-11.8m/s,-0.8m/s,33.4m,7.4m,15.075,0.01
16:49:21,左前,285,-11.5m/s,-0.8m/s,31.7m,7.9m,15.075,0.01
16:49:21,右前,540,18.9m/s,-0.1m/s,28.5m,1.7m,15.075,0.01
16:49:22,右前,526,-11.5m/s,-0.5m/s,32.1m,7.3m,15.075,0.01
16:49:22,左前,285,-11.5m/s,-0.8m/s,30.4m,7.9m,15.075,0.01
16:49:22,右前,540,18.8m/s,-0.1m/s,28.7m,1.7m,15.298,-0.01
16:49:22,右前,526,-11.5m/s,-0.5m/s,30.8m,7.2m,15.298,-0.01
16:49:22,左前,285,-11.7m/s,-0.2m/s,28.5m,8.3m,15.298,-0.01
16:49:22,右后,1046,4.8m/s,1.8m/s,-72.6m,-19.4m,15.298,-0.01
16:49:22,右前,540,18.7m/s,0.0m/s,29.8m,1.9m,15.298,-0.01
16:49:22,左前,285,-11.9m/s,0.2m/s,17.7m,9.1m,15.298,-0.01
16:49:23,右后,1046,4.5m/s,2.5m/s,-75.4m,-18.6m,15.298,-0.01
16:49:23,右前,540,18.8m/s,0.0m/s,30.6m,1.9m,15.298,-0.01
16:49:23,右后,1046,5.5m/s,3.0m/s,-79.0m,-17.4m,15.687,-0.01
